idx	letter	header	formula	val_r12
561	UO	Blended Index Rate	=IF(sINPUT_VaryingAssumeRate,PolicyRates!CD10,PolicyRates!$CH$4)	0.045
562	UP	vBlendedCreditingRate	=UO12+UE12	0.045
563	UQ	vBlendInterest	=MAX(0,(TF12-UF12)*((1+UP12)^(UD12/365)-1))+UG12+UH12	0
564	UR			
565	US	TAV / The whole purpose of this subsection is to calcluate the Total Accumulation Value (TAV).  The TAV is ONLY used to calculate the Weighted Average Interest rate (WAIR). The TAV is a simplified projection of how much account value will be in the policy for the next year.  It considers premiums (limited by 7702), loan repayments, loan balance, and Monthly deductions (from the SWAM - Sweep Account Minimum) / bPremTD	=IF(vBeginningOfYearCalc,KW12-vForceOut,0)	0
566	UT	Amount In 7-Pay	=IF(vBeginningOfYearCalc,LE12,0)	0
567	UU	Annualized Scheduled Prem	=vPlannedPremium*LT12	0
568	UV	Forecasted Prem for year	=UU12+vLumpsum	0
569	UW	bRg Ln P	=IF(vBeginningOfYearCalc,LX12,0)	0
570	UX	bRg Ln Int	=IF(vBeginningOfYearCalc,LY12,0)	0
571	UY	bVbl Ln P	=IF(vBeginningOfYearCalc,MB12,0)	0
572	UZ	bVbl Ln Int	=IF(vBeginningOfYearCalc,MC12,0)	0
573	VA	Rg Ln w Int	=UW12*(1+sRates_LNCRG*((13-$E12)/12))+UX12	0
574	VB	Vbl LN w Int	=UY12*(1+MAX(sINPUT_Variable_Loan_Rate,(UG12-0.01))*((13-$E12)/12))+UZ12	0
575	VC	Loan Repayment	=IF(sInput_ApplyPremToLoan,MIN(UV12,SUM(VA12:VB12)),0)	0
576	VD	Forecasted Prem less loan repay	=UV12-VC12	0
577	VE	Forecasted Prem Capped	=MAX(0,IF(sINPUT_Guideline="CVAT",VD12,MIN(VD12,NK12)))	0
578	VF	TAV	=IF(vBeginningOfYearCalc,BO12+VE12*(1-PolicyRates!AW10),0)	0
579	VG	TAV Display	=MAX(0,VF12)	0
580	VH	SWAM	=IF(vInforceValuationDate,sINPUT_SWAM,(SW12)*12)	135.90343605319174
581	VI	WAIR_on_ValuationDate	=IF(vInforceValuationDate,IF(sInput_CurrentAV<=0,0, ( MIN(sINPUT_SWAM,sInput_CurrentAV)*UK12+ sINPUT_FixedLn_Principle*sRates_LNCRD+ (sInput_CurrentAV-(sINPUT_FixedLn_Principle+sINPUT_FixedLn_Accrued)-MIN(sINPUT_SWAM,sInput_CurrentAV))*UP12)/sInput_CurrentAV), 0)	0
582	VJ	WAIR_on_Anniversary	=IF(vBeginningOfYearCalc,IF(VG12<=0,0, (MIN(VH12,VF12)* UK12+TY12*sRates_LNCRD+ +(VF12-(TY12+MT12)-MIN(VH12,VF12))* UP12)/(VF12)), VJ11)	0
583	VK	vWAIR	=IF(sAssumptionCode=3,MIN(IF(vInforceValuationDate,VI12,VJ12),UK12),IF(vInforceValuationDate,VI12,VJ12))	0
584	VL	WAIR Interest	=MAX(0,TF12*((1+VK12)^(UD12/365)-1))	0
585	VM			
586	VN	vEffectiveInterestRate	=CHOOSE(sIntCalcMethod,UK12,UP12, VK12)	0.045
587	VO	vTotalInterest	=CHOOSE(sIntCalcMethod,UM12,UQ12,VL12)	0
588	VP			
589	VQ	In Arrears / Reg Ln Princ	=TY12	0
590	VR	=sLoanType="Arrears" / Accrued / Reg Ln Int	=IF($VR$3,MT12+VQ12*(sRates_LNCRG*UD12/365),0)	0
591	VS	Pref Ln Princ	=TZ12	0
592	VT	Accrued / Pref Ln Int	=IF($VR$3,MV12+VS12*(sRates_PrefLNCRG*UD12/365),0)	0
593	VU	Vbl Ln Princ	=UA12	0
594	VV	Accrued / Vbl Ln Int	=IF($VR$3,MX12+VU12*IF(sAG49Index>1,MAX(sINPUT_Variable_Loan_Rate,(UO12-sAG49LoanCreditSpread)),sINPUT_Variable_Loan_Rate)*UD12/365,0)	0
595	VW			
596	VX	vEAV	=TF12+vTotalInterest	-79.27700436436183
597	VY	vELN	=SUM(VQ12,VR12,VS12,VT12,VU12,VV12)	0
598	VZ	vESV	=VX12-TM12-VY12	-79.27700436436183
599	WA	EDBwoCORR	=(FC12+IF(CT12="A",0,0)+IF(CT12="B",MAX(0,VX12),0)+IF(CT12="C",MAX(0,OB12-BD12),0))	25000
600	WB	EDB_CORR	=MAX(0,VX12*(IF(sINPUT_Guideline="GPT",OR12,IF(sINPUT_Guideline="CVAT",AAO12)))-WA12)	0
601	WC	EDBwLNs	=WA12+WB12+MAX(vCurrentAPB_SA-WB12,0)	25000
602	WD	vEDB	=WC12-SUM($VQ12:$VV12)	25000
603	WE			
604	WF	Illustration Values / vIllustrationAV	=MAX(0,VX12)	0
605	WG	vIllustrationInterestRate	=IF(blnDisplayNominalInterestRate, PolicyRates!$CH$6,VN12)	0.045
606	WH	vIllustrationLN	=VY12	0
607	WI	vIllustrationSV	=MAX(0,VZ12)	0
608	WJ	vIllustrationDB	<openpyxl.worksheet.formula.ArrayFormula object at 0x0000024056506650>	25000
609	WK	vPremiumOutlay	=vApplied1035+vAppliedLumpsum+vAppliedScheduledPremium+vPremToPayLoanInterest	0
610	WL	vForceOutDisplay	=vForceOut	0
611	WM	vLoanRepayFromPremDisplay	=vLoanRepayFromPremAndForceout-vLoanRepayFromForceout	0
612	WN	vLoanRepayDisplay	=MO12-MK12	0
613	WO	vDistributionFromPolicy	=vForceOut+vAppliedLoan+vAppliedNetWithdrawal	0
614	WP	vIllustrationGCO	=ABB12	0
615	WQ			
616	WR	vShadow_BAV	=XY11	0
617	WS	WD, Charges and ForceOuts	=vPolicyChangeAVReduction+vForceOut	0
618	WT	Shadow SA	=vCurrentSA	25000
619	WU	Shadow_TPR	=PolicyRates!GP10	0
620	WV	Shadow_TBL1TPR	=PolicyRates!GQ10	0
621	WW	vShadow_TP	=ROUND(CHOOSE(sShadow_SA_Basis,EP12,WT12)/1000*(WU12+WV12*vTableCov1+vFlat1+vFlat2),2)+vCTR_CTP+vPWSTP_CTP	0
622	WX	Applied Total Premium	=vAppliedTotalPremium	0
623	WY	Premium YTD	=vPremYTD	0
624	WZ	Shadow Premium Load / Prem Under Target	=MAX(MIN(WW12-(WY12-WX12),WX12),0)	0
625	XA	Prem Over Target	=IF(WY12>WW12,MIN(WX12,WY12-WW12),0)	0
626	XB	Target Percent Prem	=PolicyRates!GS10	0
627	XC	Excess Precent Prem	=PolicyRates!GR10	0
628	XD	Target Prem Load	=WZ12*XB12	0
629	XE	Excess Prem Load	=XA12*XC12	0
630	XF	Shadow Premium Load	=XD12+XE12	0
631	XG	Shadow Net Prem	=WX12-XF12	0
632	XH	This is not floored at 0 (will this be a problem with Loans?) / Shadow_NARAV	=WR12-WS12+XG12	0
633	XI	Shadow DB	=IF(vDBO="B",XH12,0)+WT12	25000
634	XJ	Shadow COIR	=PolicyRates!GM10	0
635	XK	Shadow COIR + Sub	=XJ12*(1+sTableRatingFactor*vTableCov1)+TRUNC(vBaseFlat1/12,2)+TRUNC(vBaseFlat2/12,2)	0
636	XL	Shadow DBD Rate	=PolicyRates!GT10	0
637	XM	Shadow NAR	=XI12/(1+XL12)^(1/12)-XH12	25000
638	XN	Shadow COI	=ROUND(XM12/1000*XK12,2)	0
639	XO	Shadow EPUR	=PolicyRates!GN10	0
640	XP	Shadow EPU	=XO12*CHOOSE(sShadow_SA_Basis,EP12,WT12)/1000	0
641	XQ	Shadow MFEE	=PolicyRates!GO10	0
642	XR	CTR & PWSTP / Rider Charges	=vRiderBenefitCharge-RF12	0
643	XS	Shadow MD	=XN12+XP12+XQ12+XR12	0
644	XT	Found on 6258 seg / Shadow AV	=IF(vInforceValuationDate, sInput_CurrentShadowAV, XH12-XS12)	0
645	XU	# of Days	=UD12	30.416666666666668
646	XV	Shadow Int Rate	=PolicyRates!GU10	0
647	XW	Eff Rate	=(1+XV12)^(XU12/365)-1	0
648	XX	Shadow Interest	=MAX(0,XW12*XT12)	0
649	XY	vShadowEAV	=IF(OR(vCCV_Active,sShadowInherent),IF(vAttainedAge>(sShadowCeaseAge-1),0,ROUND(XT12+XX12,2)),0)	0
650	XZ	vShadowEAV_less_Debt	=vShadowEAV-vIllustrationLN	0
651	YA			
652	YB	MEC and Guideline Testing / 7-Pay Yr 1	=IF($KZ12,IF(VALUE(RIGHT(YB$5,1))=1,vAppliedTotalPremium-vGrossWD-vApplied1035,0),IF(vInforceValuationDate,sINPUT_TAMRA_Contribution_Yr_1,0)+IF(vTAMRA_Year=VALUE(RIGHT(YB$5,1)),vAppliedTotalPremium-vGrossWD-vApplied1035+IF($KZ12,0,YB11),YB11))	0
653	YC	7-Pay Yr 2	=IF($KZ12,IF(VALUE(RIGHT(YC$5,1))=1,vAppliedTotalPremium-vGrossWD-vApplied1035,0),IF(vInforceValuationDate,sINPUT_TAMRA_Contribution_Yr_2,0)+IF(vTAMRA_Year=VALUE(RIGHT(YC$5,1)),vAppliedTotalPremium-vGrossWD-vApplied1035+IF($KZ12,0,YC11),YC11))	0
654	YD	7-Pay Yr 3	=IF($KZ12,IF(VALUE(RIGHT(YD$5,1))=1,vAppliedTotalPremium-vGrossWD-vApplied1035,0),IF(vInforceValuationDate,sINPUT_TAMRA_Contribution_Yr_3,0)+IF(vTAMRA_Year=VALUE(RIGHT(YD$5,1)),vAppliedTotalPremium-vGrossWD-vApplied1035+IF($KZ12,0,YD11),YD11))	0
655	YE	7-Pay Yr 4	=IF($KZ12,IF(VALUE(RIGHT(YE$5,1))=1,vAppliedTotalPremium-vGrossWD-vApplied1035,0),IF(vInforceValuationDate,sINPUT_TAMRA_Contribution_Yr_4,0)+IF(vTAMRA_Year=VALUE(RIGHT(YE$5,1)),vAppliedTotalPremium-vGrossWD-vApplied1035+IF($KZ12,0,YE11),YE11))	0
656	YF	7-Pay Yr 5	=IF($KZ12,IF(VALUE(RIGHT(YF$5,1))=1,vAppliedTotalPremium-vGrossWD-vApplied1035,0),IF(vInforceValuationDate,sINPUT_TAMRA_Contribution_Yr_5,0)+IF(vTAMRA_Year=VALUE(RIGHT(YF$5,1)),vAppliedTotalPremium-vGrossWD-vApplied1035+IF($KZ12,0,YF11),YF11))	0
657	YG	7-Pay Yr 6	=IF($KZ12,IF(VALUE(RIGHT(YG$5,1))=1,vAppliedTotalPremium-vGrossWD-vApplied1035,0),IF(vInforceValuationDate,sINPUT_TAMRA_Contribution_Yr_6,0)+IF(vTAMRA_Year=VALUE(RIGHT(YG$5,1)),vAppliedTotalPremium-vGrossWD-vApplied1035+IF($KZ12,0,YG11),YG11))	0
658	YH	7-Pay Yr 7	=IF($KZ12,IF(VALUE(RIGHT(YH$5,1))=1,vAppliedTotalPremium-vGrossWD-vApplied1035,0),IF(vInforceValuationDate,sINPUT_TAMRA_Contribution_Yr_7,0)+IF(vTAMRA_Year=VALUE(RIGHT(YH$5,1)),vAppliedTotalPremium-vGrossWD-vApplied1035+IF($KZ12,0,YH11),YH11))	0
659	YI	vMEC	=IF(vInforceValuationDate,sINPUT_IsMEC,OR(YI11,YJ12,YK12))	False
660	YJ	CVAT MEC	=IF(OM12<=0,FALSE,IF(ND12<OM12,TRUE,FALSE))	False
661	YK	7Pay MEC	=IF(vInforceValuationDate,sINPUT_IsMEC,IF(vTAMRA_Year>7,YK11,OR(YK11, SUM(YB12:YB12)>MAX(0,KY12), SUM(YB12:YC12)>MAX(0,KY12)*2, SUM(YB12:YD12)>MAX(0,KY12)*3, SUM(YB12:YE12)>MAX(0,KY12)*4, SUM(YB12:YF12)>MAX(0,KY12)*5, SUM(YB12:YG12)>MAX(0,KY12)*6, SUM(YB12:YH12)>MAX(0,KY12)*7)))	False
662	YL	TEFRA Violation	=IF(sINPUT_Guideline="CVAT", FALSE,(vPremTD - vWithdrawalTD)>vTEFRA_Limit)	False
663	YM	vScheduledPremLimitedByGP	=IF(vLumpsum +vPlannedPremium = 0, FALSE,NV12<LS12)	False
664	YN	vAccumMTP_less_PremTD	= (vPremTD - vWithdrawalTD-vIllustrationLN)- vAccumMTP	-90.23
665	YO	Termination Yr / Termination Age / SNET	=IF(sINPUT_InforceIndicator="Y",IF(vDate>=sINPUT_MAP_CeaseDate,FALSE,IF(vInforceValuationDate,TRUE,AND(YO11,YN12>=0))),IF(vYear>sRates_SNET,FALSE,AND(YO11,YN12>=0)))	False
666	YP	=INDEX(vYear,YP2) / =INDEX(vAttainedAge,YP2) / Shadow Protection	=IF(vCCV_Active,IF(vYear<=sRates_SNET,FALSE, IF(AND(sShadowLoanImpact="Nullify",vPolicyDebtDisplay>0),FALSE, XT12-vPolicyDebtDisplay>0)),FALSE)	False
667	YQ	=sLapseValue="SV" / PositiveSV	=AND($YQ$4,vLapseSV>0)	False
668	YR	=sLapseValue="AV" / AV-Loans > 0	=AND($YR$4,vAV-vPolicyDebtDisplay>0)	False
669	YS	GP Exception Prem Protection	=AND(TA12,TN12+0.0001>0)	False
670	YT	Termination ID	=IF(AND(YU11,NOT(YU12)),B12,0)	0
671	YU	Inforce?	=IF(vAttainedAge>=sMaturityAge,FALSE,AND(YU11,IF(sINPUT_InforceIndicator="Y",OR(YR12,YS12,YO12,YQ12,YP12,NOT(vForecasting)),OR(YR12,YS12,YO12,YQ12,YP12))))	True
672	YV			
673	YW	BDCV	=AAK11	-67.95789487459997
674	YX	Same charges and premium load / WD, Fees and Charges	=vGrossWD	0
675	YY	vDCV_AfterChanges	=YW12-YX12	-67.95789487459997
676	YZ	Net Premium	=vNetPremium	0
677	ZA	vDCV_AfterPremium	=IF(vInforceValuationDate,sInput_DeemedCashValue,YY12+YZ12)	-67.95789487459997
678	ZB	DCV NAAR AV	=MAX(ZA12,0)	0
679	ZC	DCV DB	=vCurrentSA+IF(CT12="A",0,0)+IF(CT12="B",ZB12,0)+IF(CT12="C",MAX(0,OB12-BD12),0)	25000
680	ZD	DCV COI Rate Cov 1	=PolicyRates!FR10	0.10339
681	ZE	DCV COI Rate Cov 2	=PolicyRates!FS10	0
682	ZF	DCV COI Rate Cov 3	=PolicyRates!FT10	0
683	ZG	DCV COI rate SubsCov 1	=ZD12*(1+sTableRatingFactor*$FK12)+ ROUND((TRUNC($FN12/12,2)+TRUNC($FO12/12,2)),2)	0.10339
684	ZH	DCV COI rate SubsCov 2	=ZE12*(1+sTableRatingFactor*$FK12)+ ROUND((TRUNC($FN12/12,2)+TRUNC($FO12/12,2)),2)	0
685	ZI	DCV COI rate SubsCov 3	=ZF12*(1+sTableRatingFactor*$FK12)+ ROUND((TRUNC($FN12/12,2)+TRUNC($FO12/12,2)),2)	0
686	ZJ	DCV DBD Rate	=s7702_GLP_Rate	0.04
687	ZK	DCV DBD Cov 1	=(vCurrentSA1+IF(CT12="B",ZB12,0))/((1+$ZJ12)^(1/12))	24918.423565464058
688	ZL	DCV DBD Cov 2	=vCurrentSA2/((1+$ZJ12)^(1/12))	0
689	ZM	DCV DBD Cov 3	=vCurrentSA3/((1+$ZJ12)^(1/12))	0
690	ZN	DCV NAAR Cov 1	=MAX(ZK12-ZB12,0)	24918.423565464058
691	ZO	DCV NAAR Cov 2	=MAX(ZL12-MAX($ZB12-(MAX(SUM($ZN12:ZN12)-SUM($ZK12:ZK12),0)),0),0)	0
692	ZP	DCV NAAR Cov 3	=MAX(ZM12-MAX($ZB12-(MAX(SUM($ZN12:ZO12)-SUM($ZK12:ZL12),0)),0),0)	0
693	ZQ	DCV COI Charge Cov 1	=ZG12*ZN12/1000	2.576315812433329
694	ZR	DCV COI Charge Cov 2	=ZH12*ZO12/1000	0
695	ZS	DCV COI Charge Cov 3	=ZI12*ZP12/1000	0
696	ZT	DCV COI Charge	=ZQ12+ZR12+ZS12	2.576315812433329
697	ZU	Rider / Charges	=vRiderBenefitCharge-SN12	0
698	ZV	Current Expense Per Unit Charge / Current EPU Rate for Segments / 1	=PolicyRates!FA10	0.27
699	ZW	2	=PolicyRates!FB10	0
700	ZX	3	=PolicyRates!FC10	0
701	ZY	Current EPU Cov 1	=ROUND(EP12*ZV12/1000,2)	6.75
702	ZZ	Current EPU Cov 2	=ROUND(EQ12*ZW12/1000,2)	0
703	AAA	Current EPU Cov 3	=ROUND(ER12*ZX12/1000,2)	0
704	AAB	Monthly Fee	=SG12	2
705	AAC	3/16/2022: Derrick confirmed the VPMS model is deducting the PoAV from the DCV / PoAV	=PolicyRates!FF10	0
706	AAD	Current PoAV Chg	=MAX(0,AAC12*ZA12)	0
707	AAE	MDwoPW	=AAD12+AAB12+ZY12+ZZ12+AAA12+ZU12+ZT12	11.326315812433329
708	AAF	Prem2Waive	=MAX(vMTP/12,AAE12)	12.895833333333334
709	AAG	PW39 Charge	=SM12*AAF12	0
710	AAH	DCV MD	=AAE12+AAG12	11.326315812433329
711	AAI	=14914*25 / vDCV	=ZA12-AAH12	-79.2842106870333
712	AAJ	DCV Interest	=MAX(0,AAI12*((1+ZJ12)^(UD12/365)-1))	0
713	AAK	vEDCV	=AAI12+AAJ12	-79.2842106870333
714	AAL			
715	AAM	DB w/o Factor	=IF(CT12="A",FC12,IF(CT12="B",FC12+W12,IF(CT12="C",FC12+AG12)))	25000
716	AAN	DB Factor Amount	=MAX(0,IF(sINPUT_Guideline="GPT",OR12,IF(sINPUT_Guideline="CVAT",AAO12,1))*W12-AAM12)	0
717	AAO	MDBR Cov 1	=PolicyRates!EG10	1
718	AAP	CVAT NSP Test	=AAQ12/AAO12	25000
719	AAQ	Lowest SA in initial 7 years	=IF(D12>7,MIN(OFFSET($DO$7:$DO$1483,0,0,MATCH(8,$D$6:$D$1482,0),1)),MIN($DO$6:DO12))	25000
720	AAR			
721	AAS			
722	AAT	vAccumGCO	=IF(sAnnQualGCO,vAccumMTP,0)	0
723	AAU	PremTD less WD and Loans	= (vPremTD - vWithdrawalTD-vIllustrationLN)	0
724	AAV	Qual Test A	=IF(blnGCO, IF(vInforceValuationDate,TRUE,IF(vYear>26,FALSE,IF(vMonth=1,AAU11>=AAT11,AAV11))),FALSE)	False
725	AAW	Qual Test B	=IF(blnGCO, IF(vInforceValuationDate,TRUE,IF(vYear>26,FALSE,IF(AND(vLiveCalc*1,vMonth=1),VLOOKUP(vYear,'Annual Qualification'!$A$4:$D$29,4,0),AAW11))),FALSE)	False
726	AAX	GCO Inforce	=IF(vLiveCalc,AND(IF(vInforceValuationDate,AAX11,TRUE),OR(AAV12,AAW12,AND(YU12,NOT(sAnnQualGCO)))),FALSE)	False
727	AAY	Option Period	=IF(blnGCO,IF(AAX12,IF(vMonth=12, IF(AND(sGCO15_Active,vYear=15),15, IF(AND(sGCO20_Active,vYear=20),20, IF(AND(sGCO25_Active,vYear=25),25,0))),0),0),0)	0
728	AAZ	Enhancement CAP	=IF(AAY12>0,VLOOKUP(AAY12&vCurrentBand,tRates_Benefit_GCO,2,0),0)	0
729	ABA	Eligible Prem	=IF(AAY12>0,VLOOKUP(AAY12&vCurrentBand,tRates_Benefit_GCO,3,0),0)	0
730	ABB	GCO Amount	=IF(blnGCO,MIN(AAZ12*INDEX(vCurrentSA,vID),AAU12*ABA12),0)	0
731	ABC			
732	ABD			
733	ABE			
734	ABF			
735	ABG			
736	ABH			
737	ABI			
738	ABJ			
739	ABK			
740	ABL			
741	ABM			
742	ABN			
743	ABO			
744	ABP			
745	ABQ			
746	ABR			
747	ABS			
748	ABT			
749	ABU			
750	ABV			
751	ABW			
752	ABX			
753	ABY			
754	ABZ			
755	ACA			
756	ACB			
757	ACC			
758	ACD			
759	ACE			
760	ACF			
761	ACG			
762	ACH			
763	ACI			
764	ACJ			
765	ACK			
766	ACL			
767	ACM			
768	ACN			
769	ACO			
770	ACP			
771	ACQ			
772	ACR			
773	ACS			
774	ACT			
775	ACU			
776	ACV			
777	ACW			
778	ACX			
779	ACY			
780	ACZ			
781	ADA			
782	ADB			
783	ADC			
784	ADD			
785	ADE			
786	ADF			
787	ADG			
788	ADH			
789	ADI			
790	ADJ			
791	ADK			
792	ADL			
793	ADM			
794	ADN			
795	ADO			
796	ADP			
797	ADQ			
798	ADR			
799	ADS			
800	ADT			
801	ADU			
802	ADV			
803	ADW			
804	ADX			
805	ADY			
806	ADZ			
807	AEA			
808	AEB			
809	AEC			
810	AED			
811	AEE			
812	AEF			
813	AEG			
814	AEH			
815	AEI			
816	AEJ			
817	AEK			
818	AEL			
819	AEM			
820	AEN			
